CPU: Intel Silvermont microarchitecture, speed 2160 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
Counted LLC_REFS events (Last level cache demand requests from this core) with a unit mask of 0x4f (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
1        4.5e-05  0              0  0              0  kallsyms                 migrate_task_rq_fair
1        4.5e-05  0              0  0              0  kallsyms                 mix_pool_bytes
1        4.5e-05  0              0  0              0  kallsyms                 mntget
1        4.5e-05  0              0  0              0  kallsyms                 mod_node_page_state
1        4.5e-05  0              0  0              0  kallsyms                 native_iret
1        4.5e-05  0              0  0              0  kallsyms                 ndisc_parse_options
1        4.5e-05  0              0  0              0  kallsyms                 ndisc_recv_na
1        4.5e-05  0              0  0              0  kallsyms                 netif_receive_skb
1        4.5e-05  0              0  0              0  kallsyms                 ntp_tick_length
1        4.5e-05  0              0  0              0  kallsyms                 page_add_file_rmap
1        4.5e-05  0              0  0              0  kallsyms                 page_frag_free
1        4.5e-05  0              0  0              0  kallsyms                 page_mapping
1        4.5e-05  0              0  0              0  kallsyms                 part_round_stats
1        4.5e-05  0              0  0              0  kallsyms                 perf_event_mmap
1        4.5e-05  0              0  0              0  kallsyms                 perf_output_copy
1        4.5e-05  0              0  0              0  kallsyms                 pick_next_task_dl
1        4.5e-05  0              0  0              0  kallsyms                 pick_next_task_idle
1        4.5e-05  0              0  0              0  kallsyms                 pick_next_task_rt
1        4.5e-05  0              0  0              0  kallsyms                 policy_nodemask
1        4.5e-05  0              0  0              0  kallsyms                 radix_tree_lookup
1        4.5e-05  0              0  0              0  kallsyms                 radix_tree_tag_clear
1        4.5e-05  0              0  0              0  kallsyms                 raw6_local_deliver
1        4.5e-05  0              0  0              0  kallsyms                 rcu_report_qs_rnp
1        4.5e-05  0              0  0              0  kallsyms                 rcu_segcblist_pend_cbs
1        4.5e-05  0              0  0              0  kallsyms                 remove_vma
1        4.5e-05  0              0  0              0  kallsyms                 sched_clock_tick
1        4.5e-05  0              0  0              0  kallsyms                 sched_slice.isra.64
1        4.5e-05  0              0  0              0  kallsyms                 scsi_decide_disposition
1        4.5e-05  0              0  0              0  kallsyms                 scsi_device_unbusy
1        4.5e-05  0              0  0              0  kallsyms                 scsi_end_request
1        4.5e-05  0              0  0              0  kallsyms                 scsi_io_completion
1        4.5e-05  0              0  0              0  kallsyms                 sd_init_command
1        4.5e-05  0              0  0              0  kallsyms                 sd_setup_read_write_cmnd
1        4.5e-05  0              0  0              0  kallsyms                 sd_uninit_command
1        4.5e-05  0              0  0              0  kallsyms                 sg_alloc_table_chained
1        4.5e-05  0              0  0              0  kallsyms                 sg_next
1        4.5e-05  0              0  0              0  kallsyms                 skb_dequeue
1        4.5e-05  0              0  0              0  kallsyms                 swiotlb_map_page
1        4.5e-05  0              0  0              0  kallsyms                 swiotlb_unmap_sg_attrs
1        4.5e-05  0              0  0              0  kallsyms                 sync_mm_rss
1        4.5e-05  0              0  0              0  kallsyms                 sys_access
1        4.5e-05  0              0  0              0  kallsyms                 syscall_return_slowpath
1        4.5e-05  0              0  0              0  kallsyms                 trailing_symlink
1        4.5e-05  0              0  0              0  kallsyms                 udp_v6_early_demux
1        4.5e-05  0              0  0              0  kallsyms                 up_write
1        4.5e-05  0              0  0              0  kallsyms                 update_numa_stats
1        4.5e-05  0              0  0              0  kallsyms                 vma_interval_tree_remove
1        4.5e-05  0              0  0              0  kallsyms                 vma_link
1        4.5e-05  0              0  0              0  kallsyms                 wake_up_page_bit
1        4.5e-05  0              0  0              0  ld-2.26.so               _dl_check_map_versions
1        4.5e-05  0              0  0              0  ld-2.26.so               _dl_fixup
1        4.5e-05  0              0  0              0  ld-2.26.so               _dl_relocate_object
1        4.5e-05  0              0  0              0  libc-2.26.so             _IO_file_sync@@GLIBC_2.2.5
1        4.5e-05  0              0  0              0  libc-2.26.so             __snprintf_chk
1        4.5e-05  0              0  0              0  libc-2.26.so             __stpcpy_sse2_unaligned
1        4.5e-05  0              0  0              0  libc-2.26.so             _dl_addr
1        4.5e-05  0              0  0              0  libc-2.26.so             _int_malloc
1        4.5e-05  0              0  0              0  libc-2.26.so             fopen@@GLIBC_2.2.5
1        4.5e-05  0              0  0              0  libc-2.26.so             getenv
1        4.5e-05  0              0  0              0  libc-2.26.so             printf_positional
1        4.5e-05  0              0  0              0  libc-2.26.so             read_alias_file
1        4.5e-05  0              0  0              0  libc-2.26.so             time
1        4.5e-05  0              0  0              0  libc-2.26.so             uselocale
1        4.5e-05  0              0  0              0  libpthread-2.26.so       pthread_mutex_lock
1        4.5e-05  0              0  0              0  sp.A.x                   MAIN__
